Commodity,Variety,Grade,Commodity_Code
Beetroot,Beetroot,Large,157
Beetroot,Beetroot,Local,157
Beetroot,Beetroot,Medium,157
Beetroot,Beetroot,Ref grade-1,157
Beetroot,Beetroot,Ref grade-2,157
Beetroot,Beetroot,Small,157
Beetroot,Other,FAQ,157
Beetroot,Other,Grade A,157
Beetroot,Other,Grade B,157
Beetroot,Other,Grade C,157
Beetroot,Other,Grade Range-1,157
Beetroot,Other,Local,157
Beetroot,Other,Medium,157
Bengal Gram (Gram)(Whole),999,FAQ,6
Bengal Gram (Gram)(Whole),999,Local,6
Bengal Gram (Gram)(Whole),999,Non-FAQ,6
Bengal Gram (Gram)(Whole),Average (Whole),FAQ,6
Bengal Gram (Gram)(Whole),Average (Whole),Grade Range-1,6
Bengal Gram (Gram)(Whole),Average (Whole),Large,6
Bengal Gram (Gram)(Whole),Average (Whole),Local,6
Bengal Gram (Gram)(Whole),Average (Whole),Medium,6
Bengal Gram (Gram)(Whole),Average (Whole),Non-FAQ,6
Bengal Gram (Gram)(Whole),Average (Whole),Ref grade-1,6
Bengal Gram (Gram)(Whole),Average (Whole),Ref grade-2,6
Bengal Gram (Gram)(Whole),Average (Whole),Small,6
Bengal Gram (Gram)(Whole),Bengal Gram (Split),FAQ,6
Bengal Gram (Gram)(Whole),Bengal Gram (Split),Local,6
Bengal Gram (Gram)(Whole),Bengal Gram (Split),Medium,6
Bengal Gram (Gram)(Whole),Bengal Gram (Split),Non-FAQ,6
Bengal Gram (Gram)(Whole),Bengal Gram (Split),Small,6
Bengal Gram (Gram)(Whole),Bengal Gram Dal,FAQ,6
Bengal Gram (Gram)(Whole),Bold,FAQ,6
Bengal Gram (Gram)(Whole),Bold,Non-FAQ,6
Bengal Gram (Gram)(Whole),Chana Gulabi,FAQ,6
Bengal Gram (Gram)(Whole),Chana Kaala,FAQ,6
Bengal Gram (Gram)(Whole),Chana Kaala,Non-FAQ,6
Bengal Gram (Gram)(Whole),Chana Kabuli,FAQ,6
Bengal Gram (Gram)(Whole),Chana Kabuli,Non-FAQ,6
Bengal Gram (Gram)(Whole),Chana Kanta,FAQ,6
Bengal Gram (Gram)(Whole),Chana Kanta,Non-FAQ,6
Bengal Gram (Gram)(Whole),Chana mausami,FAQ,6
Bengal Gram (Gram)(Whole),Chana mausami,Non-FAQ,6
Bengal Gram (Gram)(Whole),Chapa,FAQ,6
Bengal Gram (Gram)(Whole),Desi (F.A.Q. Split),FAQ,6
Bengal Gram (Gram)(Whole),Desi (F.A.Q. Split),Local,6
Bengal Gram (Gram)(Whole),Desi (F.A.Q. Split),Medium,6
Bengal Gram (Gram)(Whole),Desi (F.A.Q. Split),Non-FAQ,6
Bengal Gram (Gram)(Whole),Desi (Whole),FAQ,6
Bengal Gram (Gram)(Whole),Desi (Whole),Grade Range-1,6
Bengal Gram (Gram)(Whole),Desi (Whole),Grade Range-3,6
Bengal Gram (Gram)(Whole),Desi (Whole),Local,6
Bengal Gram (Gram)(Whole),Desi (Whole),Medium,6
Bengal Gram (Gram)(Whole),Desi (Whole),Non-FAQ,6
Bengal Gram (Gram)(Whole),Desi (Whole),Small,6
Bengal Gram (Gram)(Whole),Good (whole),FAQ,6
Bengal Gram (Gram)(Whole),Gram,FAQ,6
Bengal Gram (Gram)(Whole),Gram,Non-FAQ,6
Bengal Gram (Gram)(Whole),Gulabi,FAQ,6
Bengal Gram (Gram)(Whole),Gulabi,Local,6
Bengal Gram (Gram)(Whole),Gulabi,Medium,6
Bengal Gram (Gram)(Whole),Gulabi,Non-FAQ,6
Bengal Gram (Gram)(Whole),Jawari/Local,FAQ,6
Bengal Gram (Gram)(Whole),Jawari/Local,Local,6
Bengal Gram (Gram)(Whole),Jawari/Local,Medium,6
Bengal Gram (Gram)(Whole),Jawari/Local,Non-FAQ,6
Bengal Gram (Gram)(Whole),Jawari/Local,Ref grade-1,6
Bengal Gram (Gram)(Whole),Jawari/Local,Ref grade-2,6
Bengal Gram (Gram)(Whole),Jawari/Local,Small,6
Bengal Gram (Gram)(Whole),Kabal (Split),FAQ,6
Bengal Gram (Gram)(Whole),Kabal (Split),Medium,6
Bengal Gram (Gram)(Whole),Kabul,FAQ,6
Bengal Gram (Gram)(Whole),Kabul,Large,6
Bengal Gram (Gram)(Whole),Kabul Extra Bold,FAQ,6
Bengal Gram (Gram)(Whole),Kabul Small,FAQ,6
Bengal Gram (Gram)(Whole),Kabul Small,Non-FAQ,6
Bengal Gram (Gram)(Whole),Kanta,FAQ,6
Bengal Gram (Gram)(Whole),Kanta,Local,6
Bengal Gram (Gram)(Whole),Kanta,Non-FAQ,6
Bengal Gram (Gram)(Whole),L-550,Medium,6
Bengal Gram (Gram)(Whole),Medium,FAQ,6
Bengal Gram (Gram)(Whole),Medium,Local,6
Bengal Gram (Gram)(Whole),Ordinary (Split),FAQ,6
Bengal Gram (Gram)(Whole),Ordinary (Split),Medium,6
Bengal Gram (Gram)(Whole),Ordinary (Split),Small,6
Bengal Gram (Gram)(Whole),Organic,FAQ,6
Bengal Gram (Gram)(Whole),Organic,Non-FAQ,6
Bengal Gram (Gram)(Whole),Other,FAQ,6
Bengal Gram (Gram)(Whole),Other,Grade Range-1,6
Bengal Gram (Gram)(Whole),Other,Grade Range-2,6
Bengal Gram (Gram)(Whole),Other,Grade Range-3,6
Bengal Gram (Gram)(Whole),Other,Local,6
Bengal Gram (Gram)(Whole),Other,Medium,6
Bengal Gram (Gram)(Whole),Other,Non-FAQ,6
Bengal Gram (Gram)(Whole),Other,Ref grade-1,6
Bengal Gram (Gram)(Whole),PBC-1,FAQ,6
Bengal Gram (Gram)(Whole),Small (Split),FAQ,6
Bengal Gram (Gram)(Whole),Superior (Whole),FAQ,6
Bengal Gram (Gram)(Whole),White (Whole),FAQ,6
Bengal Gram (Gram)(Whole),White (Whole),Non-FAQ,6
Bengal Gram (Gram)(Whole),White (whole),FAQ,6
Bengal Gram Dal (Chana Dal),100Kg,FAQ,263
Bengal Gram Dal (Chana Dal),Bengal Gram (Split),FAQ,263
Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,263
Bengal Gram Dal (Chana Dal),Bengal Gram Dal,Local,263
Bengal Gram Dal (Chana Dal),Bengal Gram Dal,Medium,263
Bengal Gram Dal (Chana Dal),Bengal Gram Dal,Ref grade-1,263
Bengal Gram Dal (Chana Dal),Bengal Gram Dal,Ref grade-2,263
Bengal Gram Dal (Chana Dal),Desi (F.A.Q. Split),FAQ,263
Bengal Gram Dal (Chana Dal),Kabal (Split),FAQ,263
Bengal Gram Dal (Chana Dal),Medium,FAQ,263
Bengal Gram Dal (Chana Dal),Medium,Medium,263
Bengal Gram Dal (Chana Dal),Ordinary (Split),FAQ,263
Bengal Gram Dal (Chana Dal),Other,FAQ,263
Bengal Gram Dal (Chana Dal),Other,Local,263
Bengal Gram Dal (Chana Dal),Other,Medium,263
Bengal Gram Dal (Chana Dal),Small (Split),FAQ,263
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Grade A,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Grade B,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Grade Range-1,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Large,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Local,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Medium,357
Ber (Zizyphus/Borehannu),Ber (Zizyphus),Small,357
Ber (Zizyphus/Borehannu),Other,Grade A,357
Ber (Zizyphus/Borehannu),Other,Grade B,357
Ber (Zizyphus/Borehannu),Other,Large,357
Ber (Zizyphus/Borehannu),Other,Medium,357
Ber (Zizyphus/Borehannu),Other,Small,357
Betal Leaves,Ambadi,FAQ,143
Betal Leaves,Local,FAQ,143
Betal Leaves,Local,Local,143
Betal Leaves,Local,Medium,143
Betal Leaves,Local,Ref grade-1,143
Betal Leaves,Mysore,Local,143
Betal Leaves,Other,FAQ,143
Betelnuts,Other,FAQ,41
Bhindi (Ladies Finger),Bhindi,FAQ,85
Bhindi (Ladies Finger),Bhindi,Grade A,85
Bhindi (Ladies Finger),Bhindi,Grade B,85
Bhindi (Ladies Finger),Bhindi,Grade C,85
Bhindi (Ladies Finger),Bhindi,Large,85
Bhindi (Ladies Finger),Bhindi,Local,85
Bhindi (Ladies Finger),Bhindi,Medium,85
Bhindi (Ladies Finger),Bhindi,Ref grade-1,85
Bhindi (Ladies Finger),Bhindi,Ref grade-2,85
Bhindi (Ladies Finger),Bhindi,Small,85
Bhindi (Ladies Finger),Other,FAQ,85
Bhindi (Ladies Finger),Other,Grade A,85
Bhindi (Ladies Finger),Other,Grade B,85
Bhindi (Ladies Finger),Other,Grade C,85
Bhindi (Ladies Finger),Other,Grade Range-1,85
Bhindi (Ladies Finger),Other,Large,85
Bhindi (Ladies Finger),Other,Local,85
Bhindi (Ladies Finger),Other,Medium,85
Bhindi (Ladies Finger),Other,Small,85
Bhui Amlaya,Bhuai Amlai,FAQ,448
Big Gram,Other,FAQ,113
Binoula,Binoula,FAQ,51
Bitter gourd,Bitter Gourd,FAQ,81
Bitter gourd,Bitter Gourd,Grade A,81
Bitter gourd,Bitter Gourd,Grade B,81
Bitter gourd,Bitter Gourd,Grade C,81
Bitter gourd,Bitter Gourd,Grade Range-1,81
Bitter gourd,Bitter Gourd,Grade Range-2,81
Bitter gourd,Bitter Gourd,Large,81
Bitter gourd,Bitter Gourd,Local,81
Bitter gourd,Bitter Gourd,Medium,81
Bitter gourd,Bitter Gourd,Ref grade-1,81
Bitter gourd,Bitter Gourd,Ref grade-2,81
Bitter gourd,Bitter Gourd,Small,81
Bitter gourd,Bitter Gourd-Organic,FAQ,81
Bitter gourd,Kareli,FAQ,81
Bitter gourd,Kareli,Local,81
Bitter gourd,Other,FAQ,81
Bitter gourd,Other,Grade A,81
Bitter gourd,Other,Grade B,81
Bitter gourd,Other,Grade Range-1,81
Bitter gourd,Other,Grade Range-3,81
Bitter gourd,Other,Large,81
Bitter gourd,Other,Local,81
Bitter gourd,Other,Medium,81
Bitter gourd,Other,Small,81
Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Local,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Medium,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Ref grade-1,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Ref grade-2,8
Black Gram (Urd Beans)(Whole),Black Gram (Whole),Small,8
Black Gram (Urd Beans)(Whole),Black Gram Dal,FAQ,8
Black Gram (Urd Beans)(Whole),Black Gram Dal,Non-FAQ,8
Black Gram (Urd Beans)(Whole),D. Horse Indoor,FAQ,8
Black Gram (Urd Beans)(Whole),Desi,FAQ,8
Black Gram (Urd Beans)(Whole),Desi,Grade Range-2,8
Black Gram (Urd Beans)(Whole),Desi,Grade Range-3,8
Black Gram (Urd Beans)(Whole),Desi,Local,8
Black Gram (Urd Beans)(Whole),Desi,Medium,8
Black Gram (Urd Beans)(Whole),Desi,Non-FAQ,8
Black Gram (Urd Beans)(Whole),FQ (Burma),FAQ,8
Black Gram (Urd Beans)(Whole),Fine,FAQ,8
Black Gram (Urd Beans)(Whole),Hanuman A1,FAQ,8
Black Gram (Urd Beans)(Whole),Hanuman Guntur,FAQ,8
Black Gram (Urd Beans)(Whole),Hanuman Guntur,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Hybrid,FAQ,8
Black Gram (Urd Beans)(Whole),Hybrid,Local,8
Black Gram (Urd Beans)(Whole),Hybrid,Medium,8
Black Gram (Urd Beans)(Whole),Hybrid,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Imported,FAQ,8
Black Gram (Urd Beans)(Whole),Jalgaon,FAQ,8
Black Gram (Urd Beans)(Whole),Khamgaon (Akola),Medium,8
Black Gram (Urd Beans)(Whole),Local,FAQ,8
Black Gram (Urd Beans)(Whole),Local,Grade Range-1,8
Black Gram (Urd Beans)(Whole),Local,Local,8
Black Gram (Urd Beans)(Whole),Local,Medium,8
Black Gram (Urd Beans)(Whole),Local,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Medium,FAQ,8
Black Gram (Urd Beans)(Whole),Medium,Local,8
Black Gram (Urd Beans)(Whole),Mogan Medium,FAQ,8
Black Gram (Urd Beans)(Whole),Mogan Medium,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Organic,FAQ,8
Black Gram (Urd Beans)(Whole),Organic,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Other,FAQ,8
Black Gram (Urd Beans)(Whole),Other,Grade Range-3,8
Black Gram (Urd Beans)(Whole),Other,Local,8
Black Gram (Urd Beans)(Whole),Other,Medium,8
Black Gram (Urd Beans)(Whole),Other,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,8
Black Gram (Urd Beans)(Whole),Rajkot T-9,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Urda/Urd,FAQ,8
Black Gram (Urd Beans)(Whole),Urda/Urd,Non-FAQ,8
Black Gram (Urd Beans)(Whole),Urid Gola G. Deer,FAQ,8
Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,264
Black Gram Dal (Urd Dal),Black Gram Dal,Grade Range-1,264
Black Gram Dal (Urd Dal),Black Gram Dal,Grade Range-3,264
Black Gram Dal (Urd Dal),Black Gram Dal,Local,264
Black Gram Dal (Urd Dal),Black Gram Dal,Medium,264
Black Gram Dal (Urd Dal),Black Gram Dal,Ref grade-1,264
Black Gram Dal (Urd Dal),Black Gram Dal,Ref grade-2,264
Black Gram Dal (Urd Dal),Other,FAQ,264
Black Gram Dal (Urd Dal),Other,Local,264
Black pepper,Garbled,FAQ,38
Black pepper,Garbled,Grade Range-1,38
Black pepper,Malabar,FAQ,38
Black pepper,Malabar,Grade Range-1,38
Black pepper,Malabar,Local,38
Black pepper,Malabar,Medium,38
Black pepper,Malabar,Ref grade-1,38
Black pepper,Office,FAQ,38
Black pepper,Other,FAQ,38
Black pepper,Other,Grade Range-1,38
Black pepper,Other,Local,38
Black pepper,Other,Medium,38
Black pepper,Other,Ref grade-1,38
Black pepper,Other,Ref grade-2,38
Black pepper,Ungrabled,FAQ,38
Black pepper,Ungrabled,Grade Range-1,38
Black pepper,Ungrabled,Local,38
Borehannu,Borehannu,FAQ,189
Borehannu,Borehannu,Large,189
Borehannu,Borehannu,Medium,189
Bottle gourd,Bottle Gourd,FAQ,82
Bottle gourd,Bottle Gourd,Grade A,82
Bottle gourd,Bottle Gourd,Grade B,82
Bottle gourd,Bottle Gourd,Grade C,82
Bottle gourd,Bottle Gourd,Grade Range-1,82
Bottle gourd,Bottle Gourd,Grade Range-2,82
Bottle gourd,Bottle Gourd,Grade Range-3,82
Bottle gourd,Bottle Gourd,Large,82
Bottle gourd,Bottle Gourd,Local,82
Bottle gourd,Bottle Gourd,Medium,82
Bottle gourd,Bottle Gourd,Ref grade-1,82
Bottle gourd,Bottle Gourd,Ref grade-2,82
Bottle gourd,Bottle Gourd,Small,82
Bottle gourd,Bottle gourd-Organic,FAQ,82
Bottle gourd,Other,FAQ,82
Bottle gourd,Other,Grade A,82
Bottle gourd,Other,Grade B,82
Bottle gourd,Other,Large,82
Bottle gourd,Other,Local,82
Bottle gourd,Other,Medium,82
Bottle gourd,Other,Small,82
Brahmi,Brahmi,FAQ,449
Bran,Bran,FAQ,290
Bran,Bran,Medium,290
Bran,Other,FAQ,290
Brinjal,Arkasheela Mattigulla,FAQ,35
Brinjal,Arkasheela Mattigulla,Grade A,35
Brinjal,Arkasheela Mattigulla,Medium,35
Brinjal,Brinjal,FAQ,35
Brinjal,Brinjal,Grade A,35
Brinjal,Brinjal,Grade B,35
Brinjal,Brinjal,Grade C,35
Brinjal,Brinjal,Grade Range-1,35
Brinjal,Brinjal,Grade Range-3,35
Brinjal,Brinjal,Large,35
Brinjal,Brinjal,Local,35
Brinjal,Brinjal,Medium,35
Brinjal,Brinjal,Ref grade-1,35
Brinjal,Brinjal,Ref grade-2,35
Brinjal,Brinjal,Small,35
Brinjal,Eggplant-Organic,FAQ,35
Brinjal,Irangeri,FAQ,35
Brinjal,Kengeri,FAQ,35
Brinjal,Mattigulla,FAQ,35
Brinjal,Other,FAQ,35
Brinjal,Other,Grade A,35
Brinjal,Other,Grade B,35
Brinjal,Other,Grade C,35
Brinjal,Other,Grade Range-1,35
Brinjal,Other,Grade Range-2,35
Brinjal,Other,Grade Range-3,35
Brinjal,Other,Large,35
Brinjal,Other,Local,35
Brinjal,Other,Medium,35
Brinjal,Other,Ref grade-1,35
Brinjal,Other,Ref grade-2,35
Brinjal,Other,Small,35
Brinjal,Round,FAQ,35
Brinjal,Round,Grade A,35
Brinjal,Round,Grade B,35
Brinjal,Round,Grade Range-2,35
Brinjal,Round,Local,35
Brinjal,Round,Medium,35
Brinjal,Round,Ref grade-1,35
Brinjal,Round/Long,FAQ,35
Brinjal,Round/Long,Grade A,35
Brinjal,Round/Long,Grade B,35
Brinjal,Round/Long,Grade C,35
Brinjal,Round/Long,Grade Range-1,35
Brinjal,Round/Long,Local,35
Brinjal,Round/Long,Medium,35
Brinjal,Round/Long,Ref grade-1,35
Brinjal,Round/Long,Ref grade-2,35
Brinjal,West Coast Round,FAQ,35
Broken Rice,1st Raw,FAQ,293
Broken Rice,Broken Rice,FAQ,293
Broken Rice,Other,FAQ,293
Broomstick (Flower Broom),Broomstick (Flower Broom),FAQ,320
Broomstick (Flower Broom),Other,FAQ,320
Bull,Bull,FAQ,214
Bull,Bull,Local,214
Bull,Bull,Medium,214
Bull,Bull,Ref grade-1,214
Bull,Other,Medium,214
Bullar,Bullar-W,FAQ,284
Bullar,Other,FAQ,284
Bunch Beans,Bunch Beans,FAQ,224
Bunch Beans,Bunch Beans,Local,224
Bunch Beans,Bunch Beans,Medium,224
Bunch Beans,Bunch Beans,Ref grade-1,224
Bunch Beans,Bunch Beans,Ref grade-2,224
Butter,Other,FAQ,272
Butter,Other,Medium,272
Cabbage,Cabbage,FAQ,154
Cabbage,Cabbage,Grade A,154
Cabbage,Cabbage,Grade B,154
Cabbage,Cabbage,Grade C,154
Cabbage,Cabbage,Grade Range-1,154
Cabbage,Cabbage,Large,154
Cabbage,Cabbage,Local,154
Cabbage,Cabbage,Medium,154
Cabbage,Cabbage,Ref grade-1,154
Cabbage,Cabbage,Ref grade-2,154
Cabbage,Cabbage,Small,154
Cabbage,Organic,FAQ,154
Cabbage,Other,FAQ,154
Cabbage,Other,Grade A,154
Cabbage,Other,Grade B,154
Cabbage,Other,Grade C,154
Cabbage,Other,Grade Range-1,154
Cabbage,Other,Grade Range-2,154
Cabbage,Other,Grade Range-3,154
Cabbage,Other,Large,154
Cabbage,Other,Local,154
Cabbage,Other,Medium,154
Cabbage,Other,Small,154
Calendula,Calendula,FAQ,480
Calf,Calf,FAQ,215
Calf,Calf,Local,215
Calf,Other,FAQ,215
Calf,Other,Local,215
Calf,Other,Medium,215
Calf,Other,Small,215
Cane,Other,FAQ,205
Capsicum,Capsicum,FAQ,164
Capsicum,Capsicum,Grade A,164
Capsicum,Capsicum,Grade B,164
Capsicum,Capsicum,Grade C,164
Capsicum,Capsicum,Grade Range-1,164
Capsicum,Capsicum,Large,164
Capsicum,Capsicum,Local,164
Capsicum,Capsicum,Medium,164
Capsicum,Capsicum,Ref grade-1,164
Capsicum,Capsicum,Ref grade-2,164
Capsicum,Capsicum,Small,164
Capsicum,Other,FAQ,164
Capsicum,Other,Grade A,164
Capsicum,Other,Grade B,164
Capsicum,Other,Grade C,164
Capsicum,Other,Grade Range-1,164
Capsicum,Other,Large,164
Capsicum,Other,Local,164
Capsicum,Other,Medium,164
Cardamoms,Big,FAQ,40
Cardamoms,Large,FAQ,40
Cardamoms,Other,FAQ,40
Cardamoms,Other,Grade Range-1,40
Cardamoms,Other,Local,40
Carnation,Cornation,FAQ,375
Carnation,Cornation,Grade Range-1,375
Carnation,Other,FAQ,375
Carrot,Carrot,FAQ,153
Carrot,Carrot,Grade A,153
Carrot,Carrot,Grade B,153
Carrot,Carrot,Grade Range-1,153
Carrot,Carrot,Grade Range-2,153
Carrot,Carrot,Large,153
Carrot,Carrot,Local,153
Carrot,Carrot,Medium,153
Carrot,Carrot,Ref grade-1,153
Carrot,Carrot,Ref grade-2,153
Carrot,Carrot,Small,153
Carrot,Other,FAQ,153
Carrot,Other,Grade A,153
Carrot,Other,Grade B,153
Carrot,Other,Grade C,153
Carrot,Other,Grade Range-1,153
Carrot,Other,Grade Range-3,153
Carrot,Other,Large,153
Carrot,Other,Local,153
Carrot,Other,Medium,153
Carrot,Other,Ref grade-1,153
Carrot,Other,Small,153
Carrot,Pusakesar,FAQ,153
Carrot,Pusakesar,Local,153
Carrot,Pusakesar,Medium,153
Carrot,Pusakesar,Ref grade-1,153
Cashew Kernnel,Cashew Kernnel,FAQ,238
Cashew Kernnel,Cashew Kernnel,Medium,238
Cashewnuts,320 Counts,FAQ,36
Cashewnuts,L.W.P.,Medium,36
Cashewnuts,Local (Raw),FAQ,36
Cashewnuts,Local (Raw),Local,36
Cashewnuts,Local (Raw),Medium,36
Cashewnuts,Other,FAQ,36
Cashewnuts,Other,Local,36
Cashewnuts,S.W.,Local,36
Castor Oil,Other,FAQ,270
Castor Seed,Caster,FAQ,123
Castor Seed,Caster,Local,123
Castor Seed,Caster,Medium,123
Castor Seed,Castor seed,FAQ,123
Castor Seed,Castor seed,Local,123
Castor Seed,Castor seed,Medium,123
Castor Seed,Castor seed,Ref grade-1,123
Castor Seed,Castor seed,Ref grade-2,123
Castor Seed,Organic,FAQ,123
Castor Seed,Other,FAQ,123
Castor Seed,Other,Local,123
Castor Seed,Other,Medium,123
Cauliflower,African Sarson,FAQ,34
Cauliflower,African Sarson,Grade Range-3,34
Cauliflower,African Sarson,Local,34
Cauliflower,African Sarson,Medium,34
Cauliflower,Cauliflower,FAQ,34
Cauliflower,Cauliflower,Grade A,34
Cauliflower,Cauliflower,Grade B,34
Cauliflower,Cauliflower,Grade C,34
Cauliflower,Cauliflower,Grade Range-1,34
Cauliflower,Cauliflower,Large,34
Cauliflower,Cauliflower,Local,34
Cauliflower,Cauliflower,Medium,34
Cauliflower,Cauliflower,Ref grade-1,34
Cauliflower,Cauliflower,Ref grade-2,34
Cauliflower,Cauliflower,Small,34
Cauliflower,GSL-1,FAQ,34
Cauliflower,GSL-2,FAQ,34
Cauliflower,Local,FAQ,34
Cauliflower,Local,Grade A,34
Cauliflower,Local,Grade B,34
Cauliflower,Local,Grade Range-1,34
Cauliflower,Local,Large,34
Cauliflower,Local,Local,34
Cauliflower,Local,Medium,34
Cauliflower,Local,Ref grade-1,34
Cauliflower,Other,FAQ,34
Cauliflower,Other,Grade A,34
Cauliflower,Other,Grade B,34
Cauliflower,Other,Grade C,34
Cauliflower,Other,Grade Range-1,34
Cauliflower,Other,Grade Range-2,34
Cauliflower,Other,Grade Range-3,34
Cauliflower,Other,Large,34
Cauliflower,Other,Local,34
Cauliflower,Other,Medium,34
Cauliflower,Other,Small,34
Cauliflower,Ranchi,FAQ,34
Cauliflower,Ranchi,Grade A,34
Cauliflower,Ranchi,Grade C,34
Cauliflower,Ranchi,Local,34
Cauliflower,Ranchi,Medium,34
Chakotha,Chakootha,FAQ,188
Chakotha,Chakootha,Large,188
Chakotha,Other,Large,188
Chapparad Avare,Chapparada Avarekai,FAQ,169
Chapparad Avare,Chapparada Avarekai,Local,169
Chapparad Avare,Chapparada Avarekai,Medium,169
Chapparad Avare,Chapparada Avarekai,Ref grade-1,169
Chapparad Avare,Chapparada Avarekai,Ref grade-2,169
Chennangi (Whole),Chennangi (W),FAQ,241
Chennangi Dal,Chennangi Dal,FAQ,295
Chennangi Dal,Chennangi Dal,Medium,295
Chennangi Dal,Chennangi Dal,Ref grade-1,295
Chennangi Dal,Gram Chapa,FAQ,295
Chennangi Dal,Gram Kata,FAQ,295
Chennangi Dal,Local/Jawari,Medium,295
Chennangi Dal,Other,FAQ,295
Cherry,Cherry,Grade A,328
Cherry,Cherry,Large,328
Cherry,Cherry,Medium,328
Cherry,Cherry,Small,328
Cherry,Other,FAQ,328
Cherry,Other,Large,328
Cherry,Other,Local,328
Cherry,Other,Medium,328
Cherry,Other,Small,328
Chikoos (Sapota),Other,FAQ,71
Chikoos (Sapota),Other,Grade A,71
Chikoos (Sapota),Other,Grade B,71
Chikoos (Sapota),Other,Grade C,71
Chikoos (Sapota),Other,Large,71
Chikoos (Sapota),Other,Local,71
Chikoos (Sapota),Other,Medium,71
Chikoos (Sapota),Other,Small,71
Chikoos (Sapota),Sapota,FAQ,71
Chikoos (Sapota),Sapota,Grade A,71
Chikoos (Sapota),Sapota,Grade B,71
Chikoos (Sapota),Sapota,Grade Range-1,71
Chikoos (Sapota),Sapota,Large,71
Chikoos (Sapota),Sapota,Local,71
Chikoos (Sapota),Sapota,Medium,71
Chikoos (Sapota),Sapota,Ref grade-1,71
Chikoos (Sapota),Sapota,Ref grade-2,71
Chikoos (Sapota),Sapota,Small,71
Chili Red,Bold,FAQ,26
Chili Red,Bold,Local,26
Chili Red,Degi Mirchi,FAQ,26
Chili Red,Dry Sup,FAQ,26
Chili Red,Geeli Mirchi,FAQ,26
Chili Red,Grade II,FAQ,26
Chili Red,Other,FAQ,26
Chili Red,Other,Grade Range-1,26
Chili Red,Other,Local,26
Chili Red,Other,Medium,26
Chili Red,Other,Ref grade-1,26
Chili Red,Other,Ref grade-2,26
Chili Red,Other,Small,26
Chili Red,Parry,FAQ,26
Chili Red,Red,FAQ,26
Chili Red,Red,Grade Range-1,26
Chili Red,Red,Local,26
Chili Red,Red,Medium,26
Chilly Capsicum,Chilly Capsicum,FAQ,88
Chilly Capsicum,Chilly Capsicum,Grade Range-1,88
Chilly Capsicum,Chilly Capsicum,Local,88
Chilly Capsicum,Chilly Capsicum,Medium,88
Chilly Capsicum,Chilly Capsicum,Ref grade-1,88
Chilly Capsicum,Other,FAQ,88
Chilly Capsicum,Other,Local,88
Chow Chow,Chow Chow,FAQ,167
Chow Chow,Chow Chow,Grade B,167
Chow Chow,Chow Chow,Local,167
Chow Chow,Chow Chow,Medium,167
Chow Chow,Chow Chow,Small,167
Chow Chow,Other,FAQ,167
Chow Chow,Other,Local,167
Chow Chow,Other,Medium,167
Chrysanthemum,Chrysathemum (Loose),FAQ,402
Chrysanthemum,Other,FAQ,402
Chrysanthemum (Loose),Chysanthemum (Loose),FAQ,231
Chrysanthemum (Loose),Other,FAQ,231
Chrysanthemum (Loose),Other,Local,231
Chrysanthemum (Loose),Other,Ref grade-1,231
Cinamon (Dalchini),Cinamon (Dalchini),FAQ,316
Cinamon (Dalchini),Other,FAQ,316
Cinamon (Dalchini),Other,Local,316
Cloves,Other,FAQ,105
Cloves,Other,Grade Range-1,105
Cluster beans,Cluster Beans,FAQ,80
Cluster beans,Cluster Beans,Grade A,80
Cluster beans,Cluster Beans,Grade B,80
Cluster beans,Cluster Beans,Grade Range-1,80
Cluster beans,Cluster Beans,Grade Range-2,80
Cluster beans,Cluster Beans,Large,80
Cluster beans,Cluster Beans,Local,80
Cluster beans,Cluster Beans,Medium,80
Cluster beans,Cluster Beans,Small,80
Cluster beans,Other,FAQ,80
Cluster beans,Other,Grade C,80
Cluster beans,Other,Local,80
Cluster beans,Other,Medium,80
Coca,Other,FAQ,315
Cock,Boiler/Firm (White),FAQ,368
Cock,Boiler/Firm (White),Local,368
Cock,Boiler/Firm (White-Brown),FAQ,368
Cock,Deshi,FAQ,368
Cock,Deshi,Local,368
Cock,Local,FAQ,368
Cock,Local,Local,368
Cock,Other,FAQ,368
Cocoa,Other,FAQ,104
