Commodity,Variety,Grade,Commodity_Code
"Sesamum (Sesame,Gingelly,Til)",Whitish,Non-FAQ,11
She Buffalo,Other,FAQ,217
She Buffalo,Other,Local,217
She Buffalo,Other,Medium,217
She Buffalo,She Baffelo,FAQ,217
She Buffalo,She Baffelo,Large,217
She Buffalo,She Baffelo,Local,217
She Buffalo,She Baffelo,Medium,217
She Buffalo,She Baffelo,Ref grade-1,217
She Goat,Other,FAQ,283
She Goat,She Goat,FAQ,283
She Goat,She Goat,Local,283
She Goat,She Goat,Medium,283
Sheep,Other,FAQ,218
Sheep,Sheep Large,FAQ,218
Sheep,Sheep Large,Medium,218
Sheep,Sheep Medium,FAQ,218
Sheep,Sheep Medium,Local,218
Sheep,Sheep Medium,Medium,218
Sheep,Sheep Medium,Ref grade-1,218
Sheep,Sheep Small,FAQ,218
Sheep,Sheep Small,Local,218
Sheep,Sheep Small,Ref grade-1,218
Siddota,Other,Large,183
Skin And Hide,Other,FAQ,226
Snakeguard,Other,FAQ,156
Snakeguard,Other,Grade A,156
Snakeguard,Other,Grade B,156
Snakeguard,Other,Local,156
Snakeguard,Other,Medium,156
Snakeguard,Sarpagandha,FAQ,156
Snakeguard,Sarpagandha-Organic,FAQ,156
Snakeguard,Snakeguard,FAQ,156
Snakeguard,Snakeguard,Grade A,156
Snakeguard,Snakeguard,Grade B,156
Snakeguard,Snakeguard,Grade Range-1,156
Snakeguard,Snakeguard,Large,156
Snakeguard,Snakeguard,Local,156
Snakeguard,Snakeguard,Medium,156
Snakeguard,Snakeguard,Ref grade-1,156
Snakeguard,Snakeguard,Ref grade-2,156
Snakeguard,Snakeguard,Small,156
Soanf,Fennel-Organic,FAQ,135
Soanf,Other,FAQ,135
Soanf,Other,Grade Range-2,135
Soanf,Other,Local,135
Soanf,Soanf,FAQ,135
Soanf,Soanf,Local,135
Soapnut (Antawala/Retha),Fine New,FAQ,207
Soapnut (Antawala/Retha),Fine New,Local,207
Soapnut (Antawala/Retha),Fine New,Ref grade-1,207
Soapnut (Antawala/Retha),Medium,FAQ,207
Soapnut (Antawala/Retha),Medium,Local,207
Soapnut (Antawala/Retha),Other,FAQ,207
Soji,Bansi Soji,FAQ,286
Soji,Other,FAQ,286
Soji,Soji,FAQ,286
Soji,White Soji,FAQ,286
Sompu,Chalu,FAQ,246
Soyabean,Black,FAQ,13
Soyabean,Black,Local,13
Soyabean,Black,Non-FAQ,13
Soyabean,Local,FAQ,13
Soyabean,Local,Local,13
Soyabean,Local,Medium,13
Soyabean,Local,Non-FAQ,13
Soyabean,Local,Small,13
Soyabean,Other,FAQ,13
Soyabean,Other,Grade Range-2,13
Soyabean,Other,Local,13
Soyabean,Other,Medium,13
Soyabean,Other,Non-FAQ,13
Soyabean,Soyabeen,FAQ,13
Soyabean,Soyabeen,Local,13
Soyabean,Soyabeen,Medium,13
Soyabean,Soyabeen,Non-FAQ,13
Soyabean,Soyabeen,Ref grade-1,13
Soyabean,Soyabeen,Ref grade-2,13
Soyabean,Soybean-Organic,FAQ,13
Soyabean,Soybean-Organic,Non-FAQ,13
Soyabean,Sup,FAQ,13
Soyabean,Yellow,FAQ,13
Soyabean,Yellow,Local,13
Soyabean,Yellow,Medium,13
Soyabean,Yellow,Non-FAQ,13
Spinach,Organic,FAQ,342
Spinach,Organic,Grade A,342
Spinach,Other,FAQ,342
Spinach,Other,Grade A,342
Spinach,Other,Grade B,342
Spinach,Other,Grade C,342
Spinach,Other,Local,342
Spinach,Other,Medium,342
Spinach,Spinach,FAQ,342
Spinach,Spinach,Grade A,342
Spinach,Spinach,Grade B,342
Spinach,Spinach,Local,342
Spinach,Spinach,Medium,342
Sponge gourd,Organic,FAQ,311
Sponge gourd,Other,FAQ,311
Sponge gourd,Other,Local,311
Sponge gourd,Other,Medium,311
Sponge gourd,Sponge gourd,FAQ,311
Squash (Chappal Kadoo),Other,FAQ,332
Squash (Chappal Kadoo),Other,Grade A,332
Squash (Chappal Kadoo),Other,Grade B,332
Squash (Chappal Kadoo),Other,Local,332
Squash (Chappal Kadoo),Other,Medium,332
Squash (Chappal Kadoo),Squash (Chappal Kadoo),FAQ,332
Squash (Chappal Kadoo),Squash (Chappal Kadoo),Grade B,332
Squash (Chappal Kadoo),Squash (Chappal Kadoo),Local,332
Squash (Chappal Kadoo),Squash (Chappal Kadoo),Medium,332
Sugar,Chini,FAQ,48
Sugar,Chini,Grade Range-3,48
Sugar,Chini,Local,48
Sugar,Fine,FAQ,48
Sugar,Khand,FAQ,48
Sugar,M-30,FAQ,48
Sugar,Medium,FAQ,48
Sugar,Other,FAQ,48
Sugar,Other,Local,48
Sugar,S-30,FAQ,48
Sugar,Shakkar,FAQ,48
Sugarcane,Other,FAQ,150
Sugarcane,Other,Local,150
Sugarcane,Sugarcane,FAQ,150
Sugarcane,Sugarcane,Local,150
Sugarcane,Sugarcane,Non-FAQ,150
Sunflower,Bold,FAQ,14
Sunflower,Bold,Non-FAQ,14
Sunflower,Hybrid,FAQ,14
Sunflower,Hybrid,Local,14
Sunflower,Hybrid,Medium,14
Sunflower,Hybrid,Ref grade-1,14
Sunflower,Hybrid,Ref grade-2,14
Sunflower,Local,FAQ,14
Sunflower,Local,Local,14
Sunflower,Local,Medium,14
Sunflower,Local,Non-FAQ,14
Sunflower,Local,Ref grade-1,14
Sunflower,Other,FAQ,14
Sunflower,Other,Medium,14
Sunflower,Other,Non-FAQ,14
Sunflower,Other,Ref grade-1,14
Sunflower,Sunflower,FAQ,14
Sunflower,Sunflower,Large,14
Sunflower,Sunflower,Local,14
Sunflower,Sunflower,Medium,14
Sunflower,Sunflower,Non-FAQ,14
Sunflower,Sunflower,Ref grade-1,14
Sunflower,Sunflower,Ref grade-2,14
Sunflower,Sunflower,Small,14
Sunflower Seed,Other,FAQ,285
Sunflower Seed,Sunflower Seed,Local,285
Sunflower Seed,Sunflower Seed,Medium,285
Sunhemp,Other,FAQ,139
Sunhemp,Sun,FAQ,139
Sunhemp,Sunhemp,FAQ,139
Sunhemp,Sunhemp,Local,139
Suram,Other,FAQ,242
Suram,Suram,FAQ,242
Surat Beans (Papadi),Other,FAQ,300
Surat Beans (Papadi),Other,Grade A,300
Surat Beans (Papadi),Surat Beans (Papadi),FAQ,300
Surat Beans (Papadi),Surat Beans (Papadi),Grade A,300
Suva (Dill Seed),Other,FAQ,255
Suva (Dill Seed),Other,Local,255
Suva (Dill Seed),Suva,FAQ,255
Suva (Dill Seed),Suva (Dill Seed),FAQ,255
Suva (Dill Seed),Suva (Dill Seed),Local,255
Suvarna Gadde,Suvarnagadde,FAQ,178
Suvarna Gadde,Suvarnagadde,Grade Range-1,178
Suvarna Gadde,Suvarnagadde,Local,178
Suvarna Gadde,Suvarnagadde,Medium,178
Suvarna Gadde,Suvarnagadde,Ref grade-1,178
Suvarna Gadde,Suvarnagadde,Ref grade-2,178
Sweet Potato,Hosur Green,FAQ,152
Sweet Potato,Hosur Green,Local,152
Sweet Potato,Hosur Green,Medium,152
Sweet Potato,Hosur Red,FAQ,152
Sweet Potato,Hosur Red,Local,152
Sweet Potato,Hosur Red,Medium,152
Sweet Potato,Other,FAQ,152
Sweet Potato,Other,Grade A,152
Sweet Potato,Other,Grade B,152
Sweet Potato,Other,Grade Range-1,152
Sweet Potato,Other,Large,152
Sweet Potato,Other,Local,152
Sweet Potato,Other,Medium,152
Sweet Potato,Sweet Potato,FAQ,152
Sweet Potato,Sweet Potato,Grade B,152
Sweet Potato,Sweet Potato,Grade Range-1,152
Sweet Potato,Sweet Potato,Large,152
Sweet Potato,Sweet Potato,Local,152
Sweet Potato,Sweet Potato,Medium,152
Sweet Potato,Sweet Potato,Ref grade-1,152
Sweet Potato,Sweet Potato,Ref grade-2,152
Sweet Potato,Sweet Potato,Small,152
Sweet Pumpkin,Other,FAQ,173
Sweet Pumpkin,Other,Grade A,173
Sweet Pumpkin,Other,Local,173
Sweet Pumpkin,Other,Medium,173
Sweet Pumpkin,Sweet Pumpkin,FAQ,173
Sweet Pumpkin,Sweet Pumpkin,Grade Range-1,173
Sweet Pumpkin,Sweet Pumpkin,Local,173
Sweet Pumpkin,Sweet Pumpkin,Medium,173
Sweet Pumpkin,Sweet Pumpkin,Ref grade-1,173
Sweet Pumpkin,Sweet Pumpkin,Ref grade-2,173
T.V. Cumbu,Other,FAQ,120
T.V. Cumbu,T.V. Cumbu,FAQ,120
Tamarind Fruit,Chapathi,FAQ,261
Tamarind Fruit,Chapathi,Large,261
Tamarind Fruit,Chapathi,Medium,261
Tamarind Fruit,Flower A/c,FAQ,261
Tamarind Fruit,Flower A/c,Local,261
Tamarind Fruit,Flower A/c,Medium,261
Tamarind Fruit,Karpuli A/c Fine,FAQ,261
Tamarind Fruit,Karpuli A/c Fine,Grade Range-1,261
Tamarind Fruit,Karpuli A/c Fine,Large,261
Tamarind Fruit,Karpuli A/c Fine,Medium,261
Tamarind Fruit,Karpuli A/c Medium,Medium,261
Tamarind Fruit,Non A/c Fine,FAQ,261
Tamarind Fruit,Non A/c Fine,Large,261
Tamarind Fruit,Non A/c Fine,Medium,261
Tamarind Fruit,Non A/c Flower,FAQ,261
Tamarind Fruit,Non A/c Flower,Medium,261
Tamarind Fruit,Non A/c Flower,Small,261
Tamarind Fruit,Organic,FAQ,261
Tamarind Fruit,Other,FAQ,261
Tamarind Fruit,Other,Local,261
Tamarind Fruit,Other,Medium,261
Tamarind Fruit,Seedless 1Variety,FAQ,261
Tamarind Fruit,Seedless 1Variety,Local,261
Tamarind Fruit,Seedless 1Variety,Medium,261
Tamarind Fruit,Seedless 2Variety,Medium,261
Tamarind Fruit,Seedless 2Variety,Small,261
Tamarind Fruit,Tamarind,FAQ,261
Tamarind Fruit,Tamarind Fruit,FAQ,261
Tamarind Fruit,Tamarind Fruit,Grade Range-1,261
Tamarind Fruit,Tamarind Fruit,Grade Range-2,261
Tamarind Fruit,Tamarind Fruit,Local,261
Tamarind Fruit,Tamarind Fruit,Medium,261
Tamarind Fruit,Tamarind Fruit,Ref grade-1,261
Tamarind Fruit,Tamarind Fruit,Ref grade-2,261
Tamarind Fruit,Tamarind Fruit,Small,261
Tamarind Fruit,With Seed 1Variety,FAQ,261
Tamarind Fruit,With Seed 1Variety,Local,261
Tamarind Fruit,With Seed 1Variety,Medium,261
Tamarind Fruit,With Seed 2Variety,Medium,261
Tamarind Seed,Other,FAQ,208
Tamarind Seed,Other,Local,208
Tamarind Seed,Other,Medium,208
Tamarind Seed,Tamarind Seed,FAQ,208
Tamarind Seed,Tamarind Seed,Local,208
Tamarind Seed,Tamarind Seed,Medium,208
Tamarind Seed,Tamarind Seed,Ref grade-1,208
Tamarind Seed,Tamarind Seed,Small,208
Tapioca,Other,FAQ,100
Tapioca,Other,Grade A,100
Tapioca,Other,Grade Range-1,100
Tapioca,Other,Local,100
Tapioca,Other,Medium,100
Tapioca,Tapioca,FAQ,100
Tapioca,Tapioca,Grade A,100
Tapioca,Tapioca,Grade Range-1,100
Tapioca,Tapioca,Large,100
Tapioca,Tapioca,Local,100
Tapioca,Tapioca,Medium,100
Taramira,Other,FAQ,76
Taramira,Other,Local,76
Taramira,Taramira,FAQ,76
Tea,Assam C.T.C. Leaf,FAQ,44
Tea,Other,FAQ,44
Tender Coconut,Other,FAQ,200
Tender Coconut,Other,Grade A,200
Tender Coconut,Other,Large,200
Tender Coconut,Other,Local,200
Tender Coconut,Other,Medium,200
Tender Coconut,Other,Small,200
Tender Coconut,Tender Coconut,FAQ,200
Tender Coconut,Tender Coconut,Grade A,200
Tender Coconut,Tender Coconut,Grade B,200
Tender Coconut,Tender Coconut,Large,200
Tender Coconut,Tender Coconut,Local,200
Tender Coconut,Tender Coconut,Medium,200
Tender Coconut,Tender Coconut,Ref grade-1,200
Tender Coconut,Tender Coconut,Small,200
Thinai (Italian Millet),Other,FAQ,116
Thinai (Italian Millet),Thinai (Italian Millet),FAQ,116
Thogrikai,Thogarikai,FAQ,170
Thogrikai,Thogarikai,Local,170
Thogrikai,Thogarikai,Ref grade-1,170
Thogrikai,Thogarikai,Small,170
Thondekai,Other,FAQ,162
Thondekai,Other,Local,162
Thondekai,Other,Medium,162
Thondekai,Thondekai,FAQ,162
Thondekai,Thondekai,Grade A,162
Thondekai,Thondekai,Grade Range-1,162
Thondekai,Thondekai,Local,162
Thondekai,Thondekai,Medium,162
Thondekai,Thondekai,Ref grade-1,162
Thondekai,Thondekai,Ref grade-2,162
Tinda,Organic,FAQ,349
Tinda,Other,FAQ,349
Tinda,Other,Grade A,349
Tinda,Other,Grade C,349
Tinda,Other,Local,349
Tinda,Other,Medium,349
Tinda,Tinda,FAQ,349
Tinda,Tinda,Local,349
Tinda,Tinda,Medium,349
Tobacco,Beedi,FAQ,141
Tobacco,Beedi,Local,141
Tobacco,Chewing,FAQ,141
Tobacco,Chewing,Local,141
Tobacco,Other,FAQ,141
Tobacco,Other,Medium,141
Tobacco,Tobacco,FAQ,141
Tobacco,Verginia,FAQ,141
Tomato,Deshi,FAQ,78
Tomato,Deshi,Grade A,78
Tomato,Deshi,Grade B,78
Tomato,Deshi,Grade C,78
Tomato,Deshi,Grade Range-3,78
Tomato,Deshi,Local,78
Tomato,Deshi,Medium,78
Tomato,Deshi,Non-FAQ,78
Tomato,Hybrid,FAQ,78
Tomato,Hybrid,Grade A,78
Tomato,Hybrid,Grade B,78
Tomato,Hybrid,Large,78
Tomato,Hybrid,Local,78
Tomato,Hybrid,Medium,78
Tomato,Hybrid,Non-FAQ,78
Tomato,Hybrid,Ref grade-1,78
Tomato,Hybrid,Small,78
Tomato,Local,FAQ,78
Tomato,Local,Grade A,78
Tomato,Local,Grade B,78
Tomato,Local,Grade C,78
Tomato,Local,Grade Range-1,78
Tomato,Local,Grade Range-3,78
Tomato,Local,Large,78
Tomato,Local,Local,78
Tomato,Local,Medium,78
Tomato,Local,Non-FAQ,78
Tomato,Other,FAQ,78
Tomato,Other,Grade A,78
Tomato,Other,Grade B,78
Tomato,Other,Grade C,78
Tomato,Other,Grade Range-1,78
Tomato,Other,Grade Range-2,78
Tomato,Other,Grade Range-3,78
Tomato,Other,Large,78
Tomato,Other,Local,78
Tomato,Other,Medium,78
Tomato,Other,Non-FAQ,78
Tomato,Other,Small,78
Tomato,Sankar,FAQ,78
Tomato,Sankar,Medium,78
Tomato,Sankar,Non-FAQ,78
Tomato,Tomato,FAQ,78
Tomato,Tomato,Grade A,78
Tomato,Tomato,Grade B,78
Tomato,Tomato,Grade C,78
Tomato,Tomato,Grade Range-1,78
Tomato,Tomato,Large,78
Tomato,Tomato,Local,78
Tomato,Tomato,Medium,78
Tomato,Tomato,Non-FAQ,78
Tomato,Tomato,Ref grade-1,78
Tomato,Tomato,Ref grade-2,78
Tomato,Tomato,Small,78
Torchwood,Other,FAQ,323
Toria,Other,FAQ,66
Toria,Toria,FAQ,66
Tube Flower,Tube Flower,Local,234
Tube Rose (Double),Other,FAQ,401
Tube Rose (Loose),Other,FAQ,408
Tube Rose (Loose),Tube Rose (Loose),FAQ,408
Tube Rose (Loose),Tube Rose (Loose),Local,408
Tube Rose (Single),Other,FAQ,377
Tube Rose (Single),Tube Rose (Single),FAQ,377
Turmeric,Bulb,FAQ,39
Turmeric,Bulb,Large,39
Turmeric,Bulb,Local,39
Turmeric,Bulb,Medium,39
Turmeric,Dry,FAQ,39
Turmeric,Dry,Grade Range-1,39
Turmeric,Finger,FAQ,39
Turmeric,Finger,Local,39
Turmeric,Finger,Medium,39
Turmeric,Local,FAQ,39
Turmeric,Local,Grade Range-2,39
Turmeric,Local,Local,39
Turmeric,Local,Medium,39
Turmeric,Local,Ref grade-1,39
Turmeric,Other,FAQ,39
Turmeric,Other,Local,39
Turmeric,Other,Medium,39
Turmeric,Rajapuri,FAQ,39
Turmeric,Rajapuri,Local,39
Turmeric,Turmeric,FAQ,39
Turmeric,Turmeric,Grade Range-2,39
Turmeric,Turmeric,Local,39
Turmeric,Turmeric,Medium,39
Turmeric,Turmeric,Ref grade-1,39
Turmeric,Turmeric Powder,FAQ,39
Turmeric,Turmeric Round,FAQ,39
Turmeric,Turmeric Round,Medium,39
Turmeric,Turmeric Stick,FAQ,39
Turmeric,Turmeric Stick,Medium,39
Turmeric,Turmeric-Organic,FAQ,39
Turmeric (raw),Other,FAQ,309
Turmeric (raw),Other,Grade Range-2,309
Turmeric (raw),Other,Local,309
Turmeric (raw),Other,Medium,309
Turmeric (raw),Turmeric (raw),FAQ,309
Turnip,Organic,FAQ,341
Turnip,Organic,Medium,341
Turnip,Other,FAQ,341
Turnip,Other,Grade A,341
Turnip,Other,Grade B,341
Turnip,Other,Local,341
Turnip,Other,Medium,341
Turnip,Turnip,FAQ,341
Turnip,Turnip,Grade A,341
Turnip,Turnip,Grade B,341
Turnip,Turnip,Grade Range-1,341
Turnip,Turnip,Local,341
Turnip,Turnip,Medium,341
Walnut,Other,FAQ,343
Walnut,Walnut,FAQ,343
Water Melon,Other,FAQ,73
Water Melon,Other,Grade A,73
Water Melon,Other,Grade B,73
Water Melon,Other,Grade Range-1,73
Water Melon,Other,Large,73
Water Melon,Other,Local,73
Water Melon,Other,Medium,73
Water Melon,Other,Small,73
Water Melon,Water Melon,FAQ,73
Water Melon,Water Melon,Grade A,73
Water Melon,Water Melon,Grade B,73
Water Melon,Water Melon,Grade C,73
Water Melon,Water Melon,Grade Range-1,73
Water Melon,Water Melon,Large,73
Water Melon,Water Melon,Local,73
Water Melon,Water Melon,Medium,73
Water Melon,Water Melon,Ref grade-1,73
Water Melon,Water Melon,Ref grade-2,73
Water Melon,Water Melon,Small,73
Wheat,147 Average,FAQ,1
Wheat,147 Average,Local,1
Wheat,147 Average,Non-FAQ,1
Wheat,147 Best,FAQ,1
Wheat,147 Best,Local,1
Wheat,147 Best,Non-FAQ,1
Wheat,1482,FAQ,1
Wheat,2189 No. 1,FAQ,1
Wheat,2189 No. 1,Non-FAQ,1
Wheat,2189 No. 2,FAQ,1
Wheat,2189 No. 2,Medium,1
Wheat,2189 No. 2,Non-FAQ,1
Wheat,2329,FAQ,1
Wheat,343,FAQ,1
Wheat,Bansi,FAQ,1
Wheat,Bansi,Local,1
Wheat,Bansi,Medium,1
Wheat,Bansi,Non-FAQ,1
Wheat,Bansi,Small,1
Wheat,C-83,FAQ,1
Wheat,Chandausi,FAQ,1
Wheat,Chandausi,Local,1
Wheat,Chandausi,Non-FAQ,1
Wheat,Coarse,FAQ,1
Wheat,Coarse,Medium,1
Wheat,Dara,FAQ,1
Wheat,Dara,Grade Range-1,1
Wheat,Dara,Grade Range-2,1
Wheat,Dara,Grade Range-3,1
Wheat,Dara,Local,1
Wheat,Dara,Non-FAQ,1
Wheat,Dara Mill Quality,FAQ,1
Wheat,Dara Mill Quality,Non-FAQ,1
Wheat,Deshi,FAQ,1
Wheat,Deshi,Grade Range-1,1
Wheat,Deshi,Local,1
Wheat,Deshi,Medium,1
Wheat,Deshi,Non-FAQ,1
Wheat,Deshi,Small,1
Wheat,Farmi,FAQ,1
Wheat,Farmi,Non-FAQ,1
Wheat,H.D.,FAQ,1
Wheat,H.D.,Local,1
Wheat,H.D.,Medium,1
Wheat,H.D.,Ref grade-2,1
Wheat,HD-2329,FAQ,1
Wheat,Hybrid,FAQ,1
Wheat,Hybrid,Local,1
Wheat,Hybrid,Non-FAQ,1
Wheat,Jawari,FAQ,1
Wheat,Jawari,Local,1
Wheat,Jawari,Medium,1
Wheat,Jawari,Ref grade-1,1
Wheat,Kalyan,FAQ,1
Wheat,Kalyan,Local,1
Wheat,Kalyan,Non-FAQ,1
Wheat,Kanak,FAQ,1
Wheat,Kirthi,FAQ,1
Wheat,Local,FAQ,1
Wheat,Local,Grade Range-1,1
Wheat,Local,Local,1
Wheat,Local,Medium,1
Wheat,Local,Non-FAQ,1
Wheat,Local,Ref grade-1,1
Wheat,Local,Ref grade-2,1
Wheat,Lok -1 (Nilami Rate),FAQ,1
Wheat,Lok-1,FAQ,1
Wheat,Lok-1,Local,1
Wheat,Lok-1,Non-FAQ,1
Wheat,Lokwan,FAQ,1
Wheat,Lokwan,Local,1
Wheat,Lokwan,Non-FAQ,1
Wheat,Lokwan Gujrat,FAQ,1
Wheat,Lokwan Gujrat,Local,1
Wheat,Lokwan Gujrat,Non-FAQ,1
Wheat,Lokwan MP No. 1,FAQ,1
Wheat,Lokwan MP No. 2,FAQ,1
Wheat,MP (Desi),FAQ,1
Wheat,MP Lokwan,FAQ,1
Wheat,MP Quality,FAQ,1
Wheat,MP Sharbati,FAQ,1
Wheat,MP Sharbati,Non-FAQ,1
Wheat,Maharashtra 2189,FAQ,1
Wheat,Maharashtra 2189,Non-FAQ,1
Wheat,Malwa Shakti,FAQ,1
Wheat,Malwa Shakti,Non-FAQ,1
Wheat,Medium,FAQ,1
Wheat,Medium,Non-FAQ,1
Wheat,Medium,Ref grade-1,1
Wheat,Medium Fine,FAQ,1
Wheat,Medium Fine,Medium,1
Wheat,Medium Fine,Non-FAQ,1
Wheat,Mexican,FAQ,1
Wheat,Mexican,Local,1
Wheat,Mexican,Ref grade-1,1
Wheat,Milbar,FAQ,1
Wheat,Milbar,Non-FAQ,1
Wheat,Mill Quality,FAQ,1
Wheat,Mill Quality,Non-FAQ,1
Wheat,Mohan Mondal,FAQ,1
Wheat,Mohan Mondal,Non-FAQ,1
Wheat,Other,FAQ,1
Wheat,Other,Grade Range-1,1
Wheat,Other,Grade Range-2,1
Wheat,Other,Large,1
Wheat,Other,Local,1
Wheat,Other,Medium,1
Wheat,Other,Non-FAQ,1
Wheat,Other,Ref grade-1,1
Wheat,Other,Small,1
Wheat,PBW-154,FAQ,1
Wheat,PBW-343,FAQ,1
Wheat,PBW-373,FAQ,1
Wheat,PISSI,FAQ,1
Wheat,PISSI,Local,1
Wheat,PISSI,Non-FAQ,1
Wheat,Punjab - Sona Kalyan,FAQ,1
Wheat,RR21,FAQ,1
Wheat,Rajasthan Tukdi,FAQ,1
Wheat,Rajasthan Tukdi,Non-FAQ,1
Wheat,Red,FAQ,1
Wheat,Red,Medium,1
Wheat,Red,Ref grade-1,1
Wheat,Red,Ref grade-2,1
Wheat,Sechor No. 1,FAQ,1
Wheat,Sharbati,FAQ,1
Wheat,Sharbati,Non-FAQ,1
Wheat,Sona,FAQ,1
Wheat,Sona,Local,1
Wheat,Sona,Medium,1
Wheat,Sonalika,FAQ,1
Wheat,Sonalika,Non-FAQ,1
Wheat,Sujata,FAQ,1
Wheat,Sujata,Non-FAQ,1
Wheat,Super Fine,FAQ,1
Wheat,Super Fine,Local,1
Wheat,Super Fine,Medium,1
Wheat,Super Fine,Ref grade-1,1
Wheat,Super Fine,Ref grade-2,1
Wheat,Superior,FAQ,1
Wheat,UP 308,FAQ,1
Wheat,WH-542,FAQ,1
Wheat,WL711,FAQ,1
Wheat,Wheat,FAQ,1
Wheat,Wheat,Local,1
Wheat,Wheat,Non-FAQ,1
Wheat,Wheat Mix,FAQ,1
Wheat,Wheat Mix,Non-FAQ,1
Wheat,Wheat-Organic,FAQ,1
Wheat,Wheat-Organic,Non-FAQ,1
Wheat,White,FAQ,1
Wheat,White,Local,1
Wheat,White,Medium,1
Wheat,White,Non-FAQ,1
Wheat,White,Ref grade-1,1
Wheat Atta,Other,FAQ,287
Wheat Atta,Wheat Atta,FAQ,287
White Muesli,Safed Musli-Organic,FAQ,429
White Muesli,Safed Musli-Organic,Local,429
White Muesli,White Muesli,FAQ,429
White Peas,Other,FAQ,412
White Peas,Other,Local,412
White Peas,White Peas,FAQ,412
White Peas,White Peas,Local,412
White Pumpkin,Other,FAQ,158
White Pumpkin,White Pumpkin,FAQ,158
White Pumpkin,White Pumpkin,Large,158
White Pumpkin,White Pumpkin,Local,158
White Pumpkin,White Pumpkin,Medium,158
White Pumpkin,White Pumpkin,Ref grade-1,158
White Pumpkin,White Pumpkin,Ref grade-2,158
White Pumpkin,White Pumpkin,Small,158
Wood,Beete (Rose),FAQ,203
Wood,Casuarina,FAQ,203
Wood,Casuarina,Local,203
Wood,Casuarina,Medium,203
Wood,Casuarina,Small,203
Wood,Eucalyptus,FAQ,203
Wood,Eucalyptus,Grade Range-2,203
Wood,Eucalyptus,Local,203
Wood,Eucalyptus,Medium,203
Wood,Eucalyptus,Small,203
Wood,Other,FAQ,203
Wood,Other,Local,203
Wood,Other,Medium,203
Wood,Silveroak,FAQ,203
Wood,Subabul,FAQ,203
Wood,Subabul,Large,203
Wood,Subabul,Local,203
Wood,Subabul,Medium,203
Wood,Subabul,Small,203
Wool,Wool,FAQ,348
Yam,Other,FAQ,244
Yam,Yam,FAQ,244
Yam,Yam,Local,244
Yam,Yam,Medium,244
Yam,Yam,Small,244
Yam (Ratalu),Other,FAQ,297
Yam (Ratalu),Other,Grade A,297
Yam (Ratalu),Other,Grade B,297
Yam (Ratalu),Other,Large,297
Yam (Ratalu),Other,Local,297
Yam (Ratalu),Other,Medium,297
Yam (Ratalu),Yam (Ratalu),FAQ,297
Yam (Ratalu),Yam (Ratalu),Grade A,297
Yam (Ratalu),Yam (Ratalu),Local,297
basil,Basil,FAQ,435
basil,Basil leaves,FAQ,435
basil,Basil seed,FAQ,435
basil,Basil wild,FAQ,435
buttery,Buttery,FAQ,416
buttery,Buttery-Organic,FAQ,416
dhawai flowers,Flowers of Dhavai,FAQ,442
dried mango,Aam khatai,FAQ,423
dried mango,Amacaria,FAQ,423
dried mango,Dried Mango-Organic,FAQ,423
dried mango,Pulp free,FAQ,423
dried mango,with pulp,FAQ,423
gulli,Gulli,FAQ,461
gulli,Gulli-Organic,FAQ,461
karanja seeds,Karanja Seeds,FAQ,439
kutki,Kutki/gnat,FAQ,415
kutki,Kutki/gnat,FAQ,426
liquor turmeric,Daru haldi,FAQ,432
mango powder,Amchoor-Organic,FAQ,422
mango powder,Amchur,FAQ,422
nigella,Kalonji,FAQ,424
nigella seeds,Kalonji,FAQ,424
nigella seeds,Kalonji,FAQ,445
nigella seeds,Kalonji/Nigella,FAQ,424
nigella seeds,Kalonji/Nigella,FAQ,445
nigella seeds,nigella seeds-Organic,FAQ,424
nigella seeds,nigella seeds-Organic,FAQ,445
poppy seeds,Khaskhas,FAQ,421
poppy seeds,Poppy seed,FAQ,421
poppy seeds,Poppy seeds-Organic,FAQ,421
sanay,Sennai,FAQ,433
spikenard,jatamasi,FAQ,455
stevia,Stevia,FAQ,440
stone pulverizer,Stone Crusher,FAQ,430
stone pulverizer,Stone Crusher,Local,430
tulip,Tulip,FAQ,463
vadang,Y Windg,FAQ,436
